channel,digital,x,y,z
B,0,0,0,0
R,0,0,0,0
G,0,0,0,0
G,255,37.950221,84.400658,16.290191
B,255,22.20591,7.391145,115.444805
R,255,45.607505,24.364938,2.373182
G,0,0,0,0
B,0,0,0,0
R,0,0,0,0
G,255,37.965372,84.394884,16.302104
R,255,45.594358,24.359343,2.400484
B,255,22.184229,7.388474,115.406582
G,0,0,0,0
B,0,0,0,0
R,0,0,0,0
B,255,22.186892,7.378322,115.432536
R,255,45.612145,24.358437,2.359353
G,255,37.954202,84.39294,16.289623
