,,,,,
,,,,,
,,,,,
Name,#1,#2,#3,#4,#4
Correction,UV,UV,UV,UV,UV
Date,2024/10/08,2024/10/08,2024/10/08,2024/10/08,2024/10/08
Time,17:09:24,17:10:17,17:10:48,17:11:10,17:11:10
Sync. frequency [Hz],0.00,0.00,0.00,0.00,0.00
T_int [ms],72.83,134.49,100.00,27885.52,27885.52
Averages,3,3,3,3,3
,,,,,
,,,,,
,,,,,
Wavelength [nm],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)]
668,7.37350E-05,3.07670E-05,0.00000E+00,4.80637E-07,4.80637E-07
669,8.69110E-05,3.55785E-05,3.05969E-07,1.20448E-07,1.20448E-07
670,8.85991E-05,3.54728E-05,3.73633E-06,2.07630E-08,2.07630E-08
671,8.25661E-05,3.67815E-05,1.27098E-07,8.51481E-08,8.51481E-08
672,7.40199E-05,3.11998E-05,1.02695E-06,0.00000E+00,0.00000E+00
673,6.23901E-05,2.66322E-05,3.20722E-06,0.00000E+00,0.00000E+00
674,5.04011E-05,2.20313E-05,1.81830E-06,0.00000E+00,0.00000E+00
675,4.22629E-05,1.98308E-05,3.35462E-07,1.54546E-09,1.54546E-09
676,3.66873E-05,1.79561E-05,1.99976E-06,1.23960E-11,1.23960E-11
677,3.18990E-05,1.55323E-05,0.00000E+00,1.45970E-08,1.45970E-08
678,3.17239E-05,1.35596E-05,0.00000E+00,4.41216E-08,4.41216E-08
679,2.63209E-05,1.05654E-05,4.48860E-07,0.00000E+00,0.00000E+00
680,2.55012E-05,1.22639E-05,1.38169E-07,0.00000E+00,0.00000E+00
681,2.76241E-05,1.23742E-05,1.27546E-06,0.00000E+00,0.00000E+00
682,2.30914E-05,1.09543E-05,1.43780E-07,0.00000E+00,0.00000E+00
683,2.05328E-05,8.59729E-06,0.00000E+00,0.00000E+00,0.00000E+00
684,1.62375E-05,8.91673E-06,0.00000E+00,0.00000E+00,0.00000E+00
685,1.85038E-05,8.62973E-06,0.00000E+00,0.00000E+00,0.00000E+00
686,2.05644E-05,8.58675E-06,5.30525E-08,2.56839E-09,2.56839E-09
687,1.61384E-05,8.21967E-06,9.81206E-07,4.06059E-08,4.06059E-08
688,1.59343E-05,9.01430E-06,8.22734E-07,0.00000E+00,0.00000E+00
689,1.86321E-05,5.60618E-06,5.02706E-07,0.00000E+00,0.00000E+00
690,1.63970E-05,5.76699E-06,8.47924E-07,0.00000E+00,0.00000E+00
691,2.06108E-05,1.17878E-05,3.04494E-08,0.00000E+00,0.00000E+00
692,1.67021E-05,7.38630E-06,2.70154E-07,0.00000E+00,0.00000E+00
693,1.70856E-05,7.23102E-06,0.00000E+00,0.00000E+00,0.00000E+00
694,1.42873E-05,9.27643E-06,0.00000E+00,0.00000E+00,0.00000E+00
695,1.42897E-05,7.63375E-06,0.00000E+00,0.00000E+00,0.00000E+00
696,1.27646E-05,6.23011E-06,2.11495E-06,9.61680E-08,9.61680E-08
697,1.23395E-05,7.47301E-06,1.43630E-06,0.00000E+00,0.00000E+00
698,1.07078E-05,4.64459E-06,0.00000E+00,9.75599E-08,9.75599E-08
699,1.46282E-05,4.73239E-06,0.00000E+00,4.73523E-08,4.73523E-08
700,1.37221E-05,7.37243E-06,0.00000E+00,0.00000E+00,0.00000E+00
701,1.10567E-05,8.64732E-06,1.81381E-06,0.00000E+00,0.00000E+00
702,8.85305E-06,5.51852E-06,1.00936E-06,0.00000E+00,0.00000E+00
703,1.05070E-05,4.13261E-06,1.50824E-06,0.00000E+00,0.00000E+00
704,9.21344E-06,6.76111E-06,1.27459E-07,1.72597E-08,1.72597E-08
705,1.52142E-05,4.00264E-06,1.97228E-06,1.23966E-10,1.23966E-10
706,1.34913E-05,5.86041E-06,1.52231E-06,8.47791E-09,8.47791E-09
707,1.04700E-05,7.14081E-06,1.17301E-06,2.43978E-08,2.43978E-08
708,8.70109E-06,6.05876E-06,0.00000E+00,0.00000E+00,0.00000E+00
709,5.49280E-06,4.49892E-06,1.17610E-06,3.79585E-08,3.79585E-08
710,1.13733E-05,2.00943E-06,1.57319E-07,1.11944E-07,1.11944E-07
711,5.66733E-06,5.88564E-06,2.93741E-06,7.22158E-08,7.22158E-08
712,1.01658E-05,6.07313E-06,9.11775E-07,1.53559E-07,1.53559E-07
713,1.08448E-05,4.87269E-06,3.32643E-07,0.00000E+00,0.00000E+00
714,5.74004E-06,9.11502E-07,0.00000E+00,0.00000E+00,0.00000E+00
715,8.76260E-06,4.37196E-06,0.00000E+00,0.00000E+00,0.00000E+00
716,7.85010E-06,5.33370E-06,0.00000E+00,1.33043E-08,1.33043E-08
717,8.66982E-06,3.71659E-06,0.00000E+00,6.40459E-08,6.40459E-08
718,1.10066E-05,3.11367E-06,0.00000E+00,2.25580E-08,2.25580E-08
719,4.50017E-06,4.67400E-06,0.00000E+00,8.73418E-08,8.73418E-08
720,7.64051E-06,6.71898E-06,0.00000E+00,2.38990E-07,2.38990E-07
721,6.54609E-06,3.37337E-06,0.00000E+00,9.60351E-08,9.60351E-08
722,4.13168E-06,5.18436E-06,0.00000E+00,2.07957E-07,2.07957E-07
723,6.02874E-06,4.75130E-06,0.00000E+00,1.90191E-07,1.90191E-07
724,6.18781E-07,2.59220E-06,0.00000E+00,8.36780E-10,8.36780E-10
725,8.48369E-06,4.43387E-06,0.00000E+00,2.74279E-07,2.74279E-07
726,3.73548E-06,3.92848E-06,0.00000E+00,0.00000E+00,0.00000E+00
727,6.76198E-06,1.55530E-06,0.00000E+00,1.45654E-07,1.45654E-07
728,3.63827E-06,2.69838E-06,5.44128E-06,3.32015E-08,3.32015E-08
729,8.78461E-06,2.69496E-06,0.00000E+00,1.62969E-07,1.62969E-07
730,4.85624E-06,1.98747E-06,0.00000E+00,1.04858E-07,1.04858E-07
731,2.46519E-06,1.91389E-06,0.00000E+00,1.91170E-07,1.91170E-07
732,3.03090E-06,2.02033E-06,0.00000E+00,3.14557E-07,3.14557E-07
733,7.69567E-06,4.19307E-06,0.00000E+00,6.79528E-08,6.79528E-08
734,7.05749E-06,6.43019E-07,0.00000E+00,2.82819E-08,2.82819E-08
735,6.88527E-06,7.94720E-07,0.00000E+00,1.34266E-07,1.34266E-07
736,3.81315E-06,1.82351E-06,0.00000E+00,3.16743E-07,3.16743E-07
737,3.63096E-06,1.27070E-06,0.00000E+00,1.22788E-07,1.22788E-07
738,6.25225E-06,4.17369E-09,0.00000E+00,4.07310E-09,4.07310E-09
739,3.96575E-06,2.47298E-06,0.00000E+00,1.10423E-07,1.10423E-07
740,9.05135E-06,8.45939E-07,0.00000E+00,2.90601E-07,2.90601E-07
741,9.36643E-06,1.20802E-06,0.00000E+00,6.92557E-08,6.92557E-08
742,5.61575E-06,1.47246E-06,0.00000E+00,1.37646E-07,1.37646E-07
743,1.02146E-05,4.23440E-06,0.00000E+00,1.77888E-07,1.77888E-07
744,3.64424E-06,1.77842E-06,0.00000E+00,0.00000E+00,0.00000E+00
745,5.59488E-06,1.36675E-06,0.00000E+00,0.00000E+00,0.00000E+00
746,5.24835E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
747,3.32550E-06,4.92131E-06,0.00000E+00,5.05558E-07,5.05558E-07
748,6.28950E-06,3.12937E-06,1.10090E-07,4.60590E-09,4.60590E-09
749,2.17148E-06,3.63422E-06,8.83201E-07,1.19711E-07,1.19711E-07
750,4.51003E-06,6.20718E-06,4.85741E-07,1.11831E-07,1.11831E-07
751,1.17464E-05,2.53733E-06,0.00000E+00,4.45435E-07,4.45435E-07
752,4.98109E-06,2.29815E-06,0.00000E+00,1.14770E-08,1.14770E-08
753,6.05415E-06,2.21758E-06,1.74494E-07,3.90576E-07,3.90576E-07
754,3.52376E-06,3.81960E-06,9.41919E-07,1.47923E-07,1.47923E-07
755,2.93212E-06,3.62105E-06,3.86196E-07,1.19397E-07,1.19397E-07
756,4.65807E-06,6.94300E-06,0.00000E+00,3.13951E-07,3.13951E-07
757,5.22569E-06,6.08681E-06,0.00000E+00,4.80878E-07,4.80878E-07
758,6.44900E-06,2.04872E-06,0.00000E+00,2.71771E-07,2.71771E-07
759,4.98100E-06,3.79416E-06,0.00000E+00,4.92563E-08,4.92563E-08
760,3.64600E-06,9.14878E-07,0.00000E+00,5.38419E-07,5.38419E-07
761,4.67682E-06,2.52067E-06,2.17489E-06,3.61892E-07,3.61892E-07
762,3.73181E-06,9.27622E-07,1.15958E-06,5.32410E-07,5.32410E-07
763,4.67930E-06,2.29493E-06,0.00000E+00,3.46734E-07,3.46734E-07
764,6.72156E-06,7.71375E-07,0.00000E+00,4.92734E-07,4.92734E-07
765,4.54378E-06,1.43739E-06,1.28876E-06,1.24620E-07,1.24620E-07
766,6.07831E-06,6.09490E-06,1.32441E-07,2.90403E-07,2.90403E-07
767,2.46776E-06,3.72112E-06,1.32293E-06,5.27546E-07,5.27546E-07
768,1.27708E-06,3.98703E-06,2.03987E-06,3.32992E-07,3.32992E-07
769,5.39031E-06,2.30913E-06,3.17420E-06,6.68097E-07,6.68097E-07
770,9.17872E-06,2.73185E-06,9.11909E-08,2.84377E-07,2.84377E-07
771,8.63415E-07,2.21715E-06,0.00000E+00,9.16584E-07,9.16584E-07
772,2.60841E-06,2.60774E-06,0.00000E+00,4.89537E-07,4.89537E-07
773,1.52364E-06,2.12167E-06,0.00000E+00,3.91889E-07,3.91889E-07
774,7.43996E-06,4.32191E-06,0.00000E+00,7.95637E-07,7.95637E-07
775,4.40146E-07,1.14859E-06,3.95786E-06,7.40185E-07,7.40185E-07
776,5.13154E-06,3.79509E-06,0.00000E+00,6.51155E-07,6.51155E-07
777,4.15635E-06,3.33198E-06,7.92421E-07,5.70205E-07,5.70205E-07
778,2.34074E-06,2.01263E-06,2.82248E-06,5.63450E-07,5.63450E-07
779,3.41566E-06,1.69713E-06,1.03065E-07,7.18262E-07,7.18262E-07
780,1.97786E-06,2.59706E-06,3.08674E-06,9.60728E-07,9.60728E-07
