,,,,
,,,,
,,,,
Name,#1,#2,#3,#4
Correction,UV,UV,UV,UV
Date,2024/08/06,2024/08/06,2024/08/06,2024/08/06
Time,07:37:05,07:37:19,07:37:34,07:37:48
Sync. frequency [Hz],1000.00,1000.00,1000.00,1000.00
T_int [ms],70.00,133.00,100.00,16373.00
Averages,3,3,3,3
,,,,
,,,,
,,,,
Wavelength [nm],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)]
380,0.00000E+00,8.47131E-07,1.33761E-05,0.00000E+00
381,0.00000E+00,3.63438E-06,1.26262E-06,1.04805E-07
382,0.00000E+00,0.00000E+00,1.04743E-05,1.24775E-09
383,0.00000E+00,1.59412E-06,5.47633E-06,1.49526E-08
384,0.00000E+00,4.20431E-06,9.60312E-06,1.07558E-07
385,0.00000E+00,2.70122E-06,9.17279E-06,3.11928E-07
386,0.00000E+00,1.72758E-06,5.02797E-06,1.57273E-07
387,0.00000E+00,4.98315E-07,9.07833E-06,2.40975E-07
388,7.13402E-08,1.98184E-06,2.84076E-06,4.06931E-07
389,4.19088E-07,1.74883E-06,3.35943E-06,8.31417E-08
390,2.59977E-07,2.34672E-06,5.74236E-06,2.10111E-07
391,0.00000E+00,1.93644E-06,6.25759E-06,1.02149E-07
392,4.95252E-07,5.48919E-06,7.62184E-06,0.00000E+00
393,0.00000E+00,3.56878E-06,3.35603E-06,3.89179E-07
394,2.84770E-07,2.14211E-06,8.32544E-06,1.40741E-07
395,8.35197E-07,2.16770E-06,5.89759E-06,4.12778E-07
396,1.69636E-06,3.56460E-06,5.78953E-06,9.85130E-08
397,9.36609E-07,1.81989E-06,9.72838E-06,2.85196E-07
398,0.00000E+00,4.16122E-06,6.38482E-06,1.17031E-07
399,0.00000E+00,3.94662E-06,6.22283E-06,0.00000E+00
400,0.00000E+00,1.91129E-06,6.97418E-06,2.64100E-09
401,0.00000E+00,1.68963E-06,9.02324E-06,7.37714E-08
402,0.00000E+00,2.55125E-06,8.80043E-06,2.14178E-07
403,0.00000E+00,4.47754E-06,9.43113E-06,1.38010E-07
404,8.14947E-07,1.70932E-06,9.65195E-06,1.07404E-07
405,4.73691E-07,3.51978E-06,1.24482E-05,0.00000E+00
406,0.00000E+00,2.22399E-06,1.30363E-05,0.00000E+00
407,3.23492E-07,3.41314E-06,1.34900E-05,6.43111E-08
408,4.60450E-07,7.00291E-06,1.35787E-05,9.15389E-08
409,4.72709E-07,3.34142E-06,1.69116E-05,0.00000E+00
410,3.20903E-06,1.74727E-06,1.55724E-05,9.60335E-08
411,1.15329E-08,2.33759E-06,1.69636E-05,1.34671E-07
412,1.84098E-06,3.14650E-06,1.75317E-05,1.49290E-07
413,1.54979E-06,2.86137E-06,2.22170E-05,4.58064E-08
414,1.83211E-06,5.50211E-06,2.47355E-05,1.31781E-07
415,1.53045E-07,3.53350E-06,2.77400E-05,3.28435E-07
416,0.00000E+00,3.98156E-06,2.65619E-05,1.58341E-07
417,1.61450E-06,5.34659E-06,3.69835E-05,4.31829E-10
418,1.33348E-06,6.74945E-06,4.21005E-05,1.65211E-07
419,1.07844E-06,5.40101E-06,4.84544E-05,2.75219E-07
420,3.42044E-06,8.39604E-06,5.29838E-05,2.41117E-07
421,1.66564E-06,7.77829E-06,6.08393E-05,2.62043E-07
422,1.44318E-06,8.43721E-06,7.35752E-05,3.88649E-07
423,1.81520E-08,7.55068E-06,8.41810E-05,4.07590E-08
424,3.43438E-06,1.17685E-05,1.03350E-04,3.84588E-07
425,2.57605E-06,1.25510E-05,1.20404E-04,2.33423E-07
426,3.16993E-06,1.29710E-05,1.41910E-04,4.23149E-07
427,3.15029E-06,1.62154E-05,1.75056E-04,4.52073E-07
428,2.15627E-06,1.66399E-05,2.09591E-04,5.89530E-07
429,1.83485E-06,2.32476E-05,2.40237E-04,7.16655E-07
430,5.18404E-06,2.43401E-05,2.84440E-04,7.19238E-07
431,4.60585E-06,2.70664E-05,3.43866E-04,3.99723E-07
432,7.30117E-06,3.25526E-05,4.04776E-04,7.62894E-07
433,9.85094E-06,3.80101E-05,4.72591E-04,9.39055E-07
434,1.16104E-05,4.45488E-05,5.55646E-04,1.09173E-06
435,1.22888E-05,5.13498E-05,6.51334E-04,1.30417E-06
436,1.61775E-05,5.84690E-05,7.54682E-04,1.28806E-06
437,1.61068E-05,6.92541E-05,8.77436E-04,1.72062E-06
438,1.90150E-05,7.99670E-05,1.01140E-03,2.02625E-06
439,2.44842E-05,9.10915E-05,1.16878E-03,2.19169E-06
440,2.71577E-05,1.06220E-04,1.35687E-03,2.68835E-06
441,2.74814E-05,1.22557E-04,1.56305E-03,2.82452E-06
442,3.13206E-05,1.39021E-04,1.79623E-03,3.25088E-06
443,3.74714E-05,1.58208E-04,2.06507E-03,3.67223E-06
444,4.23408E-05,1.79501E-04,2.35729E-03,4.09730E-06
445,4.96171E-05,1.98975E-04,2.67363E-03,4.49525E-06
446,5.76457E-05,2.23909E-04,2.96599E-03,4.78029E-06
447,6.40689E-05,2.50560E-04,3.31319E-03,5.60240E-06
448,6.68633E-05,2.75399E-04,3.60361E-03,5.81293E-06
449,7.02365E-05,2.87075E-04,3.78127E-03,6.07944E-06
450,7.05740E-05,2.98211E-04,3.92422E-03,6.05112E-06
451,7.58207E-05,2.99622E-04,3.95497E-03,5.99698E-06
452,6.99038E-05,2.95524E-04,3.86382E-03,6.15752E-06
453,6.75515E-05,2.79455E-04,3.68640E-03,5.57725E-06
454,6.37056E-05,2.64595E-04,3.42026E-03,5.26656E-06
455,5.96176E-05,2.38125E-04,3.12021E-03,5.05242E-06
456,5.51935E-05,2.13854E-04,2.83623E-03,4.63878E-06
